date,n1,n2,n3,n4,n5,n6
11/14/2015,11,14,15,5,22,32
11/18/2015,11,18,15,8,9,12
11/21/2015,11,21,15,12,23,27
11/25/2015,11,25,15,5,11,12
11/28/2015,11,28,15,1,3,7
12/02/2015,12,2,15,6,7,8
12/05/2015,12,5,15,15,16,22
12/09/2015,12,9,15,2,10,11
12/12/2015,12,12,15,7,17,25
12/16/2015,12,16,15,2,18,19
12/19/2015,12,19,15,2,24,25
12/23/2015,12,23,15,6,11,21
12/26/2015,12,26,15,3,9,22
12/30/2015,12,30,15,2,5,14
01/02/2016,1,2,16,3,11,17
01/06/2016,1,6,16,13,14,15
01/09/2016,1,9,16,6,15,21
01/13/2016,1,13,16,10,11,13
01/16/2016,1,16,16,12,17,20
01/20/2016,1,20,16,11,16,19
01/23/2016,1,23,16,1,4,5
01/27/2016,1,27,16,2,9,10
01/30/2016,1,30,16,8,9,20
02/03/2016,2,3,16,9,11,12
02/06/2016,2,6,16,8,12,23
02/10/2016,2,10,16,1,8,19
02/13/2016,2,13,16,20,27,33
02/17/2016,2,17,16,2,6,9
02/20/2016,2,20,16,8,17,18
02/24/2016,2,24,16,1,10,17
02/27/2016,2,27,16,12,13,28
03/02/2016,3,2,16,1,2,10
03/05/2016,3,5,16,8,9,11
03/09/2016,3,9,16,3,11,16
03/12/2016,3,12,16,10,17,24
03/16/2016,3,16,16,22,23,28
03/19/2016,3,19,16,3,4,12
03/23/2016,3,23,16,3,20,21
03/26/2016,3,26,16,4,20,22
03/30/2016,3,30,16,2,5,18
04/02/2016,4,2,16,1,6,17
04/06/2016,4,6,16,26,27,32
04/09/2016,4,9,16,6,10,16
04/13/2016,4,13,16,1,2,18
04/16/2016,4,16,16,3,5,6
04/20/2016,4,20,16,3,9,11
04/23/2016,4,23,16,4,9,22
04/27/2016,4,27,16,14,19,20
04/30/2016,4,30,16,1,6,9
05/04/2016,5,4,16,4,7,13
05/07/2016,5,7,16,10,11,17
05/11/2016,5,11,16,15,20,27
05/14/2016,5,14,16,1,3,13
05/18/2016,5,18,16,7,11,12
05/21/2016,5,21,16,5,15,17
05/25/2016,5,25,16,7,9,13
05/28/2016,5,28,16,11,22,26
06/01/2016,6,1,16,2,11,15
06/04/2016,6,4,16,7,19,20
06/08/2016,6,8,16,9,19,26
06/11/2016,6,11,16,18,21,25
06/15/2016,6,15,16,1,4,12
06/18/2016,6,18,16,17,20,34
06/22/2016,6,22,16,4,11,26
06/25/2016,6,25,16,3,4,19
06/29/2016,6,29,16,6,7,11
07/02/2016,7,2,16,14,21,24
07/06/2016,7,6,16,3,9,12
07/09/2016,7,9,16,1,3,4
07/13/2016,7,13,16,7,27,30
07/16/2016,7,16,16,21,25,26
07/20/2016,7,20,16,14,16,17
07/23/2016,7,23,16,8,13,17
07/27/2016,7,27,16,1,5,7
07/30/2016,7,30,16,24,29,31
08/03/2016,8,3,16,7,16,18
08/06/2016,8,6,16,19,23,27
08/10/2016,8,10,16,1,2,3
08/13/2016,8,13,16,6,13,14
08/17/2016,8,17,16,8,16,26
08/20/2016,8,20,16,1,10,12
08/24/2016,8,24,16,7,10,15
08/27/2016,8,27,16,1,4,13
08/31/2016,8,31,16,1,8,23
09/03/2016,9,3,16,11,20,26
09/07/2016,9,7,16,21,22,25
09/10/2016,9,10,16,3,12,18
09/14/2016,9,14,16,2,19,22
09/17/2016,9,17,16,1,4,26
09/21/2016,9,21,16,6,16,21
09/24/2016,9,24,16,8,18,19
09/28/2016,9,28,16,6,7,10
10/01/2016,10,1,16,4,7,29
10/05/2016,10,5,16,8,10,13
10/08/2016,10,8,16,8,15,17
10/12/2016,10,12,16,18,22,26
10/15/2016,10,15,16,9,15,18
10/19/2016,10,19,16,3,4,5
10/22/2016,10,22,16,5,18,20
10/26/2016,10,26,16,3,9,17
10/29/2016,10,29,16,2,4,12
11/02/2016,11,2,16,1,8,15
11/05/2016,11,5,16,2,7,12
11/09/2016,11,9,16,20,25,28
11/12/2016,11,12,16,1,3,32
11/16/2016,11,16,16,1,2,7
11/19/2016,11,19,16,11,19,23
11/23/2016,11,23,16,1,8,12
11/26/2016,11,26,16,11,15,17
11/30/2016,11,30,16,1,6,12
12/03/2016,12,3,16,3,7,12
12/07/2016,12,7,16,1,5,23
12/10/2016,12,10,16,2,9,12
12/14/2016,12,14,16,3,7,17
12/17/2016,12,17,16,2,14,16
12/21/2016,12,21,16,2,8,14
12/24/2016,12,24,16,9,10,14
12/28/2016,12,28,16,6,10,21
12/31/2016,12,31,16,5,8,18
01/04/2017,1,4,17,2,3,17
01/07/2017,1,7,17,4,25,29
01/11/2017,1,11,17,13,14,15
01/14/2017,1,14,17,6,10,20
01/18/2017,1,18,17,5,11,19
01/21/2017,1,21,17,1,4,17
01/25/2017,1,25,17,4,6,15
01/28/2017,1,28,17,10,14,25
02/01/2017,2,1,17,4,13,18
02/04/2017,2,4,17,6,18,19
02/08/2017,2,8,17,10,13,29
02/11/2017,2,11,17,1,19,21
02/15/2017,2,15,17,3,12,13
02/18/2017,2,18,17,6,8,19
02/22/2017,2,22,17,4,10,12
02/25/2017,2,25,17,10,14,23
03/01/2017,3,1,17,5,17,19
03/04/2017,3,4,17,8,13,20
03/08/2017,3,8,17,2,11,19
03/11/2017,3,11,17,8,13,18
03/15/2017,3,15,17,2,19,21
03/18/2017,3,18,17,5,17,22
03/22/2017,3,22,17,19,20,26
03/25/2017,3,25,17,3,4,5
03/29/2017,3,29,17,2,6,8
04/01/2017,4,1,17,1,11,14
04/05/2017,4,5,17,13,22,34
04/08/2017,4,8,17,9,11,13
04/12/2017,4,12,17,7,8,24
04/15/2017,4,15,17,2,8,14
04/19/2017,4,19,17,6,7,8
04/22/2017,4,22,17,3,13,14
04/26/2017,4,26,17,5,10,16
04/29/2017,4,29,17,1,7,16
05/03/2017,5,3,17,8,21,28
05/06/2017,5,6,17,2,3,11
05/10/2017,5,10,17,9,13,24
05/13/2017,5,13,17,1,12,17
05/17/2017,5,17,17,2,4,13
05/20/2017,5,20,17,7,12,20
05/24/2017,5,24,17,5,14,16
05/27/2017,5,27,17,2,8,10
05/31/2017,5,31,17,14,20,22
06/03/2017,6,3,17,4,8,9
06/07/2017,6,7,17,1,8,17
06/10/2017,6,10,17,2,7,8
06/14/2017,6,14,17,8,16,17
06/17/2017,6,17,17,2,6,12
06/21/2017,6,21,17,8,12,18
06/24/2017,6,24,17,3,11,15
06/28/2017,6,28,17,19,22,26
07/01/2017,7,1,17,1,14,20
07/05/2017,7,5,17,16,26,28
07/08/2017,7,8,17,3,7,8
07/12/2017,7,12,17,5,17,27
07/15/2017,7,15,17,3,5,16
07/19/2017,7,19,17,3,7,22
07/22/2017,7,22,17,3,13,23
07/26/2017,7,26,17,2,9,14
07/29/2017,7,29,17,21,23,29
08/02/2017,8,2,17,5,7,19
08/05/2017,8,5,17,3,7,11
08/09/2017,8,9,17,2,6,8
08/12/2017,8,12,17,2,11,14
08/16/2017,8,16,17,6,9,10
08/19/2017,8,19,17,3,6,23
08/23/2017,8,23,17,2,3,6
08/26/2017,8,26,17,1,7,8
08/30/2017,8,30,17,14,20,24
09/02/2017,9,2,17,1,14,17
09/06/2017,9,6,17,2,9,10
09/09/2017,9,9,17,3,7,11
09/13/2017,9,13,17,15,18,23
09/16/2017,9,16,17,15,17,22
09/20/2017,9,20,17,6,9,16
09/23/2017,9,23,17,12,13,16
09/27/2017,9,27,17,4,5,9
09/30/2017,9,30,17,5,17,25
10/04/2017,10,4,17,4,19,21
10/07/2017,10,7,17,2,5,6
10/11/2017,10,11,17,2,15,24
10/14/2017,10,14,17,8,11,14
10/18/2017,10,18,17,1,3,13
10/21/2017,10,21,17,13,14,16
10/25/2017,10,25,17,1,2,5
10/28/2017,10,28,17,2,8,10
11/01/2017,11,1,17,8,10,15
11/04/2017,11,4,17,2,8,15
11/08/2017,11,8,17,7,11,14
11/11/2017,11,11,17,3,14,18
11/15/2017,11,15,17,1,5,12
11/18/2017,11,18,17,14,15,21
11/22/2017,11,22,17,17,19,36
11/25/2017,11,25,17,3,6,8
11/29/2017,11,29,17,2,13,18
12/02/2017,12,2,17,6,13,18
12/06/2017,12,6,17,1,5,14
12/09/2017,12,9,17,3,5,16
12/13/2017,12,13,17,3,15,22
12/16/2017,12,16,17,2,10,17
12/20/2017,12,20,17,10,12,20
12/23/2017,12,23,17,3,4,10
12/27/2017,12,27,17,11,12,13
12/30/2017,12,30,17,5,6,8
01/03/2018,1,3,18,7,12,15
01/06/2018,1,6,18,8,9,18
01/10/2018,1,10,18,5,7,14
01/13/2018,1,13,18,5,9,15
01/17/2018,1,17,18,16,20,23
01/20/2018,1,20,18,15,21,32
01/24/2018,1,24,18,3,16,32
01/27/2018,1,27,18,6,13,14
01/31/2018,1,31,18,7,8,10
02/03/2018,2,3,18,5,12,25
02/07/2018,2,7,18,1,5,6
02/10/2018,2,10,18,2,6,9
02/14/2018,2,14,18,4,9,10
02/17/2018,2,17,18,3,8,19
02/21/2018,2,21,18,18,19,20
02/24/2018,2,24,18,1,4,7
02/28/2018,2,28,18,1,19,32
03/03/2018,3,3,18,1,2,8
03/07/2018,3,7,18,19,21,25
03/10/2018,3,10,18,2,17,33
03/14/2018,3,14,18,8,22,35
03/17/2018,3,17,18,5,14,16
03/21/2018,3,21,18,14,18,20
03/24/2018,3,24,18,4,10,18
03/28/2018,3,28,18,4,16,23
03/31/2018,3,31,18,5,6,13
04/04/2018,4,4,18,9,10,29
04/07/2018,4,7,18,11,16,18
04/11/2018,4,11,18,10,13,25
04/14/2018,4,14,18,1,6,9
04/18/2018,4,18,18,3,14,15
04/21/2018,4,21,18,2,12,18
04/25/2018,4,25,18,2,5,6
04/28/2018,4,28,18,4,7,11
05/02/2018,5,2,18,16,22,33
05/05/2018,5,5,18,4,11,22
05/09/2018,5,9,18,13,14,17
05/12/2018,5,12,18,2,17,21
05/16/2018,5,16,18,1,12,16
05/19/2018,5,19,18,3,4,8
05/23/2018,5,23,18,7,11,19
05/26/2018,5,26,18,5,9,27
05/30/2018,5,30,18,4,11,14
06/02/2018,6,2,18,2,10,13
06/06/2018,6,6,18,21,23,26
06/09/2018,6,9,18,15,21,22
06/13/2018,6,13,18,12,13,17
06/16/2018,6,16,18,2,27,30
06/20/2018,6,20,18,6,14,29
06/23/2018,6,23,18,6,9,20
06/27/2018,6,27,18,7,23,26
06/30/2018,6,30,18,1,11,14
07/04/2018,7,4,18,4,14,22
07/07/2018,7,7,18,3,11,17
07/11/2018,7,11,18,3,6,11
07/14/2018,7,14,18,7,8,9
07/18/2018,7,18,18,17,24,25
07/21/2018,7,21,18,10,13,18
07/25/2018,7,25,18,5,11,15
07/28/2018,7,28,18,1,3,12
08/01/2018,8,1,18,3,10,18
08/04/2018,8,4,18,1,7,12
08/08/2018,8,8,18,2,6,10
08/11/2018,8,11,18,4,5,11
08/15/2018,8,15,18,3,20,21
08/18/2018,8,18,18,1,7,10
08/22/2018,8,22,18,6,10,11
08/25/2018,8,25,18,1,4,10
08/29/2018,8,29,18,2,5,11
09/01/2018,9,1,18,9,11,29
09/05/2018,9,5,18,5,12,26
09/08/2018,9,8,18,4,13,19
09/12/2018,9,12,18,6,14,18
09/15/2018,9,15,18,4,10,11
09/19/2018,9,19,18,10,15,19
09/22/2018,9,22,18,17,19,20
09/26/2018,9,26,18,2,5,7
09/29/2018,9,29,18,3,4,18
10/03/2018,10,3,18,7,8,14
10/06/2018,10,6,18,6,10,26
10/10/2018,10,10,18,2,4,8
10/13/2018,10,13,18,7,20,28
10/17/2018,10,17,18,4,14,18
10/20/2018,10,20,18,7,10,14
10/24/2018,10,24,18,5,9,18
10/27/2018,10,27,18,1,9,10
10/31/2018,10,31,18,4,7,15
11/03/2018,11,3,18,5,7,8
11/07/2018,11,7,18,5,13,27
11/10/2018,11,10,18,3,16,21
11/14/2018,11,14,18,2,9,16
11/17/2018,11,17,18,2,8,23
11/21/2018,11,21,18,6,15,18
11/24/2018,11,24,18,3,8,15
11/28/2018,11,28,18,9,14,16
12/01/2018,12,1,18,5,6,31
12/05/2018,12,5,18,2,3,13
12/08/2018,12,8,18,1,16,22
12/12/2018,12,12,18,11,19,21
12/15/2018,12,15,18,2,12,29
12/19/2018,12,19,18,4,9,13
12/22/2018,12,22,18,9,14,15
12/26/2018,12,26,18,6,16,29
12/29/2018,12,29,18,1,5,22
01/02/2019,1,2,19,7,8,15
01/05/2019,1,5,19,3,6,14
01/09/2019,1,9,19,3,5,19
01/12/2019,1,12,19,3,22,35
01/16/2019,1,16,19,1,4,20
01/19/2019,1,19,19,2,7,16
01/23/2019,1,23,19,3,18,25
01/26/2019,1,26,19,4,16,20
01/30/2019,1,30,19,5,14,16
02/02/2019,2,2,19,14,16,25
02/06/2019,2,6,19,1,14,16
02/09/2019,2,9,19,9,14,22
02/13/2019,2,13,19,2,23,28
02/16/2019,2,16,19,1,19,21
02/20/2019,2,20,19,6,8,14
02/23/2019,2,23,19,7,18,24
02/27/2019,2,27,19,2,16,23
03/02/2019,3,2,19,2,23,26
03/06/2019,3,6,19,1,7,19
03/09/2019,3,9,19,4,14,15
03/13/2019,3,13,19,9,22,25
03/16/2019,3,16,19,1,6,16
03/20/2019,3,20,19,16,22,27
03/23/2019,3,23,19,7,18,25
03/27/2019,3,27,19,2,5,15
03/30/2019,3,30,19,9,10,19
04/03/2019,4,3,19,10,11,15
04/06/2019,4,6,19,9,19,27
04/10/2019,4,10,19,16,22,31
04/13/2019,4,13,19,7,15,18
04/17/2019,4,17,19,8,16,21
04/20/2019,4,20,19,7,9,14
04/24/2019,4,24,19,9,19,28
04/27/2019,4,27,19,13,14,18
05/01/2019,5,1,19,14,15,16
05/04/2019,5,4,19,3,8,28
05/08/2019,5,8,19,1,2,14
05/11/2019,5,11,19,25,28,30
05/15/2019,5,15,19,6,9,14
05/18/2019,5,18,19,11,13,17
05/22/2019,5,22,19,2,4,7
05/25/2019,5,25,19,16,17,19
05/29/2019,5,29,19,3,5,21
06/01/2019,6,1,19,1,11,14
06/05/2019,6,5,19,2,11,12
06/08/2019,6,8,19,12,28,35
06/12/2019,6,12,19,1,15,19
06/15/2019,6,15,19,2,3,14
06/19/2019,6,19,19,16,21,22
06/22/2019,6,22,19,4,7,23
06/26/2019,6,26,19,2,12,13
06/29/2019,6,29,19,11,14,27
07/03/2019,7,3,19,4,16,22
07/06/2019,7,6,19,1,5,8
07/10/2019,7,10,19,1,5,16
07/13/2019,7,13,19,7,9,14
07/17/2019,7,17,19,1,7,15
07/20/2019,7,20,19,6,13,18
07/24/2019,7,24,19,2,13,17
07/27/2019,7,27,19,4,5,7
07/31/2019,7,31,19,1,2,3
08/03/2019,8,3,19,6,14,20
08/07/2019,8,7,19,3,11,14
08/10/2019,8,10,19,5,13,14
08/14/2019,8,14,19,1,4,11
08/17/2019,8,17,19,4,8,17
08/21/2019,8,21,19,6,12,18
08/24/2019,8,24,19,3,16,19
08/28/2019,8,28,19,4,9,13
08/31/2019,8,31,19,13,15,21
09/04/2019,9,4,19,8,24,27
09/07/2019,9,7,19,5,6,12
09/11/2019,9,11,19,9,23,28
09/14/2019,9,14,19,3,6,9
09/18/2019,9,18,19,4,13,14
09/21/2019,9,21,19,1,3,12
09/25/2019,9,25,19,8,10,34
09/28/2019,9,28,19,9,13,19
10/02/2019,10,2,19,3,5,11
10/05/2019,10,5,19,3,10,19
10/09/2019,10,9,19,13,15,17
10/12/2019,10,12,19,10,17,29
10/16/2019,10,16,19,7,14,15
10/19/2019,10,19,19,9,11,21
10/23/2019,10,23,19,6,9,14
10/26/2019,10,26,19,4,7,10
10/30/2019,10,30,19,1,2,3
11/02/2019,11,2,19,15,18,21
11/06/2019,11,6,19,4,8,11
11/09/2019,11,9,19,9,15,16
11/13/2019,11,13,19,2,5,21
11/16/2019,11,16,19,9,13,31
11/20/2019,11,20,19,4,11,12
11/23/2019,11,23,19,2,14,28
11/27/2019,11,27,19,14,16,22
11/30/2019,11,30,19,5,8,26
12/04/2019,12,4,19,4,9,13
12/07/2019,12,7,19,4,9,16
12/11/2019,12,11,19,8,11,18
12/14/2019,12,14,19,1,12,13
12/18/2019,12,18,19,1,9,13
12/21/2019,12,21,19,9,11,26
12/28/2019,12,28,19,13,24,28
01/01/2020,1,1,20,4,6,14
01/04/2020,1,4,20,6,8,9
01/08/2020,1,8,20,13,19,23
01/11/2020,1,11,20,10,15,23
01/15/2020,1,15,20,6,8,10
01/18/2020,1,18,20,2,4,16
01/22/2020,1,22,20,14,15,17
01/25/2020,1,25,20,5,10,25
01/29/2020,1,29,20,2,3,8
02/01/2020,2,1,20,6,7,14
02/05/2020,2,5,20,3,15,33
02/08/2020,2,8,20,9,13,21
02/12/2020,2,12,20,6,14,20
02/15/2020,2,15,20,6,9,16
02/19/2020,2,19,20,10,12,15
02/22/2020,2,22,20,1,3,12
02/26/2020,2,26,20,7,21,32
02/29/2020,2,29,20,7,11,22
03/04/2020,3,4,20,18,20,21
03/07/2020,3,7,20,1,3,11
03/11/2020,3,11,20,10,21,23
03/14/2020,3,14,20,10,12,18
03/18/2020,3,18,20,2,9,14
03/21/2020,3,21,20,10,14,29
03/25/2020,3,25,20,4,14,17
03/28/2020,3,28,20,8,12,22
04/01/2020,4,1,20,2,3,28
04/04/2020,4,4,20,10,15,34
04/08/2020,4,8,20,9,10,16
04/11/2020,4,11,20,7,8,11
04/15/2020,4,15,20,3,8,11
04/18/2020,4,18,20,4,11,20
04/22/2020,4,22,20,2,6,20
04/25/2020,4,25,20,4,5,8
04/29/2020,4,29,20,8,18,20
05/02/2020,5,2,20,1,2,23
05/06/2020,5,6,20,1,2,12
05/09/2020,5,9,20,4,5,9
05/13/2020,5,13,20,2,3,6
05/16/2020,5,16,20,6,8,14
05/20/2020,5,20,20,6,13,20
05/23/2020,5,23,20,12,14,18
05/27/2020,5,27,20,4,8,9
05/30/2020,5,30,20,7,20,22
06/03/2020,6,3,20,5,7,10
06/06/2020,6,6,20,1,8,11
06/10/2020,6,10,20,6,10,14
06/13/2020,6,13,20,15,23,24
06/17/2020,6,17,20,2,6,9
06/20/2020,6,20,20,7,14,16
06/24/2020,6,24,20,1,3,13
06/27/2020,6,27,20,6,10,19
07/01/2020,7,1,20,10,11,12
07/04/2020,7,4,20,1,9,15
07/08/2020,7,8,20,3,12,16
07/11/2020,7,11,20,2,9,11
07/15/2020,7,15,20,1,13,16
07/18/2020,7,18,20,13,15,30
07/22/2020,7,22,20,7,14,21
07/25/2020,7,25,20,6,12,15
07/29/2020,7,29,20,9,11,18
08/01/2020,8,1,20,18,26,29
08/05/2020,8,5,20,1,15,18
08/08/2020,8,8,20,2,24,27
08/12/2020,8,12,20,2,12,19
08/15/2020,8,15,20,6,7,11
08/19/2020,8,19,20,2,8,24
08/22/2020,8,22,20,4,12,15
08/26/2020,8,26,20,10,13,17
08/29/2020,8,29,20,14,18,19
09/02/2020,9,2,20,3,17,20
09/05/2020,9,5,20,10,13,17
09/09/2020,9,9,20,12,16,17
09/12/2020,9,12,20,15,16,24
09/16/2020,9,16,20,17,19,20
09/19/2020,9,19,20,3,6,13
09/23/2020,9,23,20,2,4,10
09/26/2020,9,26,20,3,6,7
09/30/2020,9,30,20,12,16,21
10/03/2020,10,3,20,3,10,12
10/07/2020,10,7,20,3,12,14
10/10/2020,10,10,20,6,14,22
10/14/2020,10,14,20,14,18,30
10/17/2020,10,17,20,4,8,16
10/21/2020,10,21,20,7,16,18
10/24/2020,10,24,20,5,6,9
10/28/2020,10,28,20,3,12,17
10/31/2020,10,31,20,2,6,20
11/04/2020,11,4,20,20,21,28
11/07/2020,11,7,20,3,9,17
11/11/2020,11,11,20,2,9,12
11/14/2020,11,14,20,3,8,10
11/18/2020,11,18,20,4,7,9
11/21/2020,11,21,20,1,13,18
11/25/2020,11,25,20,3,21,22
11/28/2020,11,28,20,1,5,23
12/02/2020,12,2,20,22,27,28
12/05/2020,12,5,20,9,12,17
12/09/2020,12,9,20,17,20,23
12/12/2020,12,12,20,3,8,18
12/16/2020,12,16,20,6,10,22
12/19/2020,12,19,20,4,8,10
12/23/2020,12,23,20,5,6,8
12/26/2020,12,26,20,4,6,14
12/30/2020,12,30,20,3,22,24
01/02/2021,1,2,21,7,17,18
01/06/2021,1,6,21,13,16,33
01/09/2021,1,9,21,9,11,14
01/13/2021,1,13,21,3,25,30
01/16/2021,1,16,21,6,9,16
01/20/2021,1,20,21,1,4,11
01/23/2021,1,23,21,15,17,23
01/27/2021,1,27,21,3,9,11
01/30/2021,1,30,21,2,5,12
02/03/2021,2,3,21,8,22,27
02/06/2021,2,6,21,1,12,16
02/10/2021,2,10,21,1,3,4
02/13/2021,2,13,21,2,7,12
02/17/2021,2,17,21,3,5,6
02/20/2021,2,20,21,6,9,22
02/24/2021,2,24,21,2,11,12
02/27/2021,2,27,21,6,12,14
03/03/2021,3,3,21,16,27,29
03/06/2021,3,6,21,3,7,11
03/10/2021,3,10,21,4,7,13
03/13/2021,3,13,21,1,3,5
03/17/2021,3,17,21,4,16,17
03/20/2021,3,20,21,7,10,11
03/24/2021,3,24,21,7,10,20
03/27/2021,3,27,21,4,13,14
