date,n1,n2,n3,n4,n5,s1
12/19/2021,12,19,21,9,16,42
12/20/2021,12,20,21,17,21,31
12/21/2021,12,21,21,2,10,18
12/22/2021,12,22,21,4,29,32
12/23/2021,12,23,21,18,20,22
12/24/2021,12,24,21,2,9,22
12/25/2021,12,25,21,2,5,7
12/26/2021,12,26,21,4,16,27
12/27/2021,12,27,21,12,14,28
12/28/2021,12,28,21,4,6,14
12/29/2021,12,29,21,9,19,21
12/30/2021,12,30,21,7,15,19
12/31/2021,12,31,21,19,36,37
01/01/2022,1,1,22,10,13,19
01/02/2022,1,2,22,3,5,12
01/03/2022,1,3,22,7,12,19
01/04/2022,1,4,22,7,8,13
01/05/2022,1,5,22,5,8,22
01/06/2022,1,6,22,8,10,12
01/07/2022,1,7,22,5,9,22
01/08/2022,1,8,22,10,32,44
01/09/2022,1,9,22,3,10,28
01/10/2022,1,10,22,7,14,32
01/11/2022,1,11,22,2,5,8
01/12/2022,1,12,22,3,27,29
01/13/2022,1,13,22,3,10,24
01/14/2022,1,14,22,2,12,14
01/15/2022,1,15,22,2,9,25
01/16/2022,1,16,22,5,10,18
01/17/2022,1,17,22,9,29,33
01/18/2022,1,18,22,4,31,36
01/19/2022,1,19,22,17,20,24
01/20/2022,1,20,22,4,25,27
01/21/2022,1,21,22,4,23,25
01/22/2022,1,22,22,9,15,17
01/23/2022,1,23,22,7,20,34
01/24/2022,1,24,22,9,22,25
01/25/2022,1,25,22,19,30,32
01/26/2022,1,26,22,10,11,15
01/27/2022,1,27,22,16,23,27
01/28/2022,1,28,22,11,21,27
01/29/2022,1,29,22,3,28,31
01/30/2022,1,30,22,4,11,23
01/31/2022,1,31,22,3,27,28
02/01/2022,2,1,22,4,10,20
02/02/2022,2,2,22,3,5,11
02/03/2022,2,3,22,6,14,16
02/04/2022,2,4,22,19,20,22
02/05/2022,2,5,22,4,18,25
02/06/2022,2,6,22,24,25,33
02/07/2022,2,7,22,6,28,36
02/08/2022,2,8,22,3,10,14
02/09/2022,2,9,22,8,16,22
02/10/2022,2,10,22,8,16,25
02/11/2022,2,11,22,5,7,16
02/12/2022,2,12,22,13,25,27
02/13/2022,2,13,22,4,14,18
02/14/2022,2,14,22,3,10,20
02/15/2022,2,15,22,25,27,28
02/16/2022,2,16,22,1,2,7
02/17/2022,2,17,22,9,29,33
02/18/2022,2,18,22,1,3,23
02/19/2022,2,19,22,5,6,14
02/20/2022,2,20,22,12,15,24
02/21/2022,2,21,22,10,19,35
02/22/2022,2,22,22,7,23,24
02/23/2022,2,23,22,1,21,22
02/24/2022,2,24,22,1,2,5
02/25/2022,2,25,22,9,23,25
02/26/2022,2,26,22,30,40,44
02/27/2022,2,27,22,7,8,33
02/28/2022,2,28,22,3,26,29
03/01/2022,3,1,22,15,21,30
03/02/2022,3,2,22,12,20,30
03/03/2022,3,3,22,5,14,18
03/04/2022,3,4,22,5,8,30
03/05/2022,3,5,22,7,10,24
03/06/2022,3,6,22,15,29,34
03/07/2022,3,7,22,8,13,19
03/08/2022,3,8,22,1,8,17
03/09/2022,3,9,22,6,12,25
03/10/2022,3,10,22,1,7,18
03/11/2022,3,11,22,9,22,29
03/12/2022,3,12,22,3,4,6
03/13/2022,3,13,22,4,7,9
03/14/2022,3,14,22,3,10,12
03/15/2022,3,15,22,25,33,34
03/16/2022,3,16,22,2,3,6
03/17/2022,3,17,22,10,26,28
03/18/2022,3,18,22,1,3,22
03/19/2022,3,19,22,6,13,16
03/20/2022,3,20,22,7,8,26
03/21/2022,3,21,22,8,11,40
03/22/2022,3,22,22,9,11,26
03/23/2022,3,23,22,1,3,28
03/24/2022,3,24,22,11,12,19
03/25/2022,3,25,22,28,30,32
03/26/2022,3,26,22,13,23,28
03/27/2022,3,27,22,1,5,11
03/28/2022,3,28,22,13,31,34
03/29/2022,3,29,22,6,15,16
03/30/2022,3,30,22,5,37,38
03/31/2022,3,31,22,8,20,36
04/01/2022,4,1,22,6,16,25
04/02/2022,4,2,22,19,23,32
04/03/2022,4,3,22,10,20,21
04/04/2022,4,4,22,16,18,29
04/05/2022,4,5,22,1,15,28
04/06/2022,4,6,22,3,5,10
04/07/2022,4,7,22,8,24,27
04/08/2022,4,8,22,6,16,20
04/09/2022,4,9,22,1,4,10
04/10/2022,4,10,22,7,8,10
04/11/2022,4,11,22,1,8,38
04/12/2022,4,12,22,1,14,15
04/13/2022,4,13,22,10,26,38
04/14/2022,4,14,22,5,13,15
04/15/2022,4,15,22,1,21,22
04/16/2022,4,16,22,6,27,28
04/17/2022,4,17,22,4,7,10
04/18/2022,4,18,22,2,14,28
04/19/2022,4,19,22,1,26,38
04/20/2022,4,20,22,11,17,28
04/21/2022,4,21,22,6,11,12
04/22/2022,4,22,22,2,5,20
04/23/2022,4,23,22,2,29,30
04/24/2022,4,24,22,11,13,28
04/25/2022,4,25,22,8,18,32
04/26/2022,4,26,22,2,22,35
04/27/2022,4,27,22,4,6,13
04/28/2022,4,28,22,17,19,20
04/29/2022,4,29,22,8,15,20
04/30/2022,4,30,22,3,5,7
05/01/2022,5,1,22,7,8,19
05/02/2022,5,2,22,2,12,32
05/03/2022,5,3,22,5,8,11
05/04/2022,5,4,22,14,20,21
05/05/2022,5,5,22,10,12,21
05/06/2022,5,6,22,7,17,23
05/07/2022,5,7,22,10,23,24
05/08/2022,5,8,22,18,19,24
05/09/2022,5,9,22,12,19,30
05/10/2022,5,10,22,1,13,18
05/11/2022,5,11,22,2,20,30
05/12/2022,5,12,22,15,21,23
05/13/2022,5,13,22,6,9,13
05/14/2022,5,14,22,4,9,13
05/15/2022,5,15,22,4,7,13
05/16/2022,5,16,22,2,10,11
05/17/2022,5,17,22,5,16,29
05/18/2022,5,18,22,13,28,36
05/19/2022,5,19,22,15,16,18
05/20/2022,5,20,22,3,19,43
05/21/2022,5,21,22,13,17,31
05/22/2022,5,22,22,7,11,25
05/23/2022,5,23,22,1,2,6
05/24/2022,5,24,22,1,3,26
05/25/2022,5,25,22,11,12,28
05/26/2022,5,26,22,24,26,27
05/27/2022,5,27,22,2,3,17
05/28/2022,5,28,22,3,21,31
05/29/2022,5,29,22,6,15,29
05/30/2022,5,30,22,7,24,32
05/31/2022,5,31,22,1,6,11
06/01/2022,6,1,22,11,15,26
06/02/2022,6,2,22,3,28,32
06/03/2022,6,3,22,2,30,32
06/04/2022,6,4,22,3,6,12
06/05/2022,6,5,22,11,19,21
06/06/2022,6,6,22,9,21,24
06/07/2022,6,7,22,4,10,15
06/08/2022,6,8,22,5,14,16
06/09/2022,6,9,22,2,12,16
06/10/2022,6,10,22,12,18,26
06/11/2022,6,11,22,11,16,31
06/12/2022,6,12,22,1,16,26
06/13/2022,6,13,22,9,16,17
06/14/2022,6,14,22,18,24,25
06/15/2022,6,15,22,13,17,19
06/16/2022,6,16,22,6,14,23
06/17/2022,6,17,22,6,13,21
06/18/2022,6,18,22,12,15,16
06/19/2022,6,19,22,2,16,23
06/20/2022,6,20,22,8,22,27
06/21/2022,6,21,22,2,19,22
06/22/2022,6,22,22,20,24,31
06/23/2022,6,23,22,10,12,20
06/24/2022,6,24,22,15,18,28
06/25/2022,6,25,22,9,11,30
06/26/2022,6,26,22,6,21,24
06/27/2022,6,27,22,2,12,16
06/28/2022,6,28,22,1,14,38
06/29/2022,6,29,22,16,17,20
06/30/2022,6,30,22,4,16,19
07/01/2022,7,1,22,13,28,30
07/02/2022,7,2,22,3,13,16
07/03/2022,7,3,22,20,23,29
07/04/2022,7,4,22,5,7,8
07/05/2022,7,5,22,8,15,23
07/06/2022,7,6,22,1,6,15
07/07/2022,7,7,22,2,28,33
07/08/2022,7,8,22,2,20,25
07/09/2022,7,9,22,14,21,31
07/10/2022,7,10,22,1,17,24
07/11/2022,7,11,22,13,14,20
07/12/2022,7,12,22,8,14,23
07/13/2022,7,13,22,2,23,28
07/14/2022,7,14,22,4,14,16
07/15/2022,7,15,22,4,5,10
07/16/2022,7,16,22,13,14,34
07/17/2022,7,17,22,2,4,18
07/18/2022,7,18,22,4,9,16
07/19/2022,7,19,22,2,8,19
07/20/2022,7,20,22,6,36,38
07/21/2022,7,21,22,19,24,25
07/22/2022,7,22,22,3,20,33
07/23/2022,7,23,22,2,12,16
07/24/2022,7,24,22,11,27,37
07/25/2022,7,25,22,3,27,33
07/26/2022,7,26,22,5,7,16
07/27/2022,7,27,22,4,16,29
07/28/2022,7,28,22,5,15,20
07/29/2022,7,29,22,3,11,15
07/30/2022,7,30,22,8,24,33
07/31/2022,7,31,22,1,7,8
08/01/2022,8,1,22,1,5,14
08/02/2022,8,2,22,5,20,24
08/03/2022,8,3,22,1,17,25
08/04/2022,8,4,22,16,21,26
08/05/2022,8,5,22,19,27,36
08/06/2022,8,6,22,10,16,32
08/07/2022,8,7,22,7,12,31
08/08/2022,8,8,22,4,21,34
08/09/2022,8,9,22,21,37,42
08/10/2022,8,10,22,6,19,21
08/11/2022,8,11,22,3,8,15
08/12/2022,8,12,22,15,26,28
08/13/2022,8,13,22,13,26,34
08/14/2022,8,14,22,1,3,15
08/15/2022,8,15,22,1,22,26
08/16/2022,8,16,22,26,33,41
08/17/2022,8,17,22,4,7,27
08/18/2022,8,18,22,7,13,17
08/19/2022,8,19,22,25,30,40
08/20/2022,8,20,22,3,38,43
08/21/2022,8,21,22,17,19,22
08/22/2022,8,22,22,6,7,15
08/23/2022,8,23,22,4,5,21
08/24/2022,8,24,22,23,26,30
08/25/2022,8,25,22,5,6,9
08/26/2022,8,26,22,2,8,16
08/27/2022,8,27,22,1,5,10
08/28/2022,8,28,22,4,5,35
08/29/2022,8,29,22,2,6,24
08/30/2022,8,30,22,8,15,19
08/31/2022,8,31,22,5,23,26
09/01/2022,9,1,22,1,10,24
09/02/2022,9,2,22,1,12,17
09/03/2022,9,3,22,6,8,14
09/04/2022,9,4,22,10,11,29
09/05/2022,9,5,22,5,10,21
09/06/2022,9,6,22,3,8,39
09/07/2022,9,7,22,2,27,37
09/08/2022,9,8,22,4,11,17
09/09/2022,9,9,22,8,16,23
09/10/2022,9,10,22,20,23,29
09/11/2022,9,11,22,3,5,28
09/12/2022,9,12,22,4,6,16
09/13/2022,9,13,22,12,15,28
09/14/2022,9,14,22,4,12,25
09/15/2022,9,15,22,2,18,27
09/16/2022,9,16,22,23,33,34
09/17/2022,9,17,22,11,12,23
09/18/2022,9,18,22,4,5,8
09/19/2022,9,19,22,4,6,11
09/20/2022,9,20,22,5,26,28
09/21/2022,9,21,22,8,19,25
09/22/2022,9,22,22,4,10,28
09/23/2022,9,23,22,10,14,17
09/24/2022,9,24,22,10,18,23
09/25/2022,9,25,22,4,5,17
09/26/2022,9,26,22,5,12,18
09/27/2022,9,27,22,2,10,38
09/28/2022,9,28,22,2,4,25
09/29/2022,9,29,22,3,10,11
09/30/2022,9,30,22,5,14,23
10/01/2022,10,1,22,11,24,29
10/02/2022,10,2,22,1,3,10
10/03/2022,10,3,22,2,9,27
10/04/2022,10,4,22,21,25,32
10/05/2022,10,5,22,1,14,32
10/06/2022,10,6,22,8,13,17
10/07/2022,10,7,22,7,9,13
10/08/2022,10,8,22,6,18,33
10/09/2022,10,9,22,18,24,25
10/10/2022,10,10,22,15,16,20
10/11/2022,10,11,22,11,14,20
10/12/2022,10,12,22,10,14,15
10/13/2022,10,13,22,9,17,27
10/14/2022,10,14,22,8,13,26
10/15/2022,10,15,22,8,15,25
10/16/2022,10,16,22,6,14,15
10/17/2022,10,17,22,12,19,24
10/18/2022,10,18,22,2,18,28
10/19/2022,10,19,22,1,6,26
10/20/2022,10,20,22,3,27,33
10/21/2022,10,21,22,14,20,27
10/22/2022,10,22,22,1,10,32
10/23/2022,10,23,22,33,42,44
10/24/2022,10,24,22,1,5,9
10/25/2022,10,25,22,17,30,40
10/26/2022,10,26,22,18,21,22
10/27/2022,10,27,22,15,28,29
10/28/2022,10,28,22,14,18,22
10/29/2022,10,29,22,11,12,39
10/30/2022,10,30,22,25,27,28
10/31/2022,10,31,22,3,13,16
11/01/2022,11,1,22,1,6,10
11/02/2022,11,2,22,6,10,16
11/03/2022,11,3,22,14,19,26
11/04/2022,11,4,22,7,14,15
11/05/2022,11,5,22,8,18,20
11/06/2022,11,6,22,1,7,17
11/07/2022,11,7,22,11,12,15
11/08/2022,11,8,22,15,17,33
11/09/2022,11,9,22,3,5,9
11/10/2022,11,10,22,12,30,34
11/11/2022,11,11,22,2,23,29
11/12/2022,11,12,22,2,12,26
11/13/2022,11,13,22,20,21,24
11/14/2022,11,14,22,4,15,19
11/15/2022,11,15,22,17,28,33
11/16/2022,11,16,22,1,16,21
11/17/2022,11,17,22,13,14,22
11/18/2022,11,18,22,20,24,26
11/19/2022,11,19,22,1,21,34
11/20/2022,11,20,22,19,24,35
11/21/2022,11,21,22,1,2,5
11/22/2022,11,22,22,8,11,13
11/23/2022,11,23,22,20,21,24
11/24/2022,11,24,22,12,15,22
11/25/2022,11,25,22,1,6,23
11/26/2022,11,26,22,5,12,18
11/27/2022,11,27,22,2,25,27
11/28/2022,11,28,22,17,21,35
11/29/2022,11,29,22,17,18,26
11/30/2022,11,30,22,5,6,11
12/01/2022,12,1,22,4,10,27
12/02/2022,12,2,22,4,8,20
12/03/2022,12,3,22,1,7,13
12/04/2022,12,4,22,4,8,22
12/05/2022,12,5,22,15,19,20
12/06/2022,12,6,22,11,16,22
12/07/2022,12,7,22,2,23,32
12/08/2022,12,8,22,2,4,14
12/09/2022,12,9,22,4,23,31
12/10/2022,12,10,22,2,16,30
12/11/2022,12,11,22,4,15,28
12/12/2022,12,12,22,13,15,29
12/13/2022,12,13,22,4,5,10
12/14/2022,12,14,22,2,4,6
12/15/2022,12,15,22,2,10,19
12/16/2022,12,16,22,1,22,30
12/17/2022,12,17,22,8,12,36
12/18/2022,12,18,22,11,19,20
12/19/2022,12,19,22,10,12,23
12/20/2022,12,20,22,22,23,26
12/21/2022,12,21,22,1,5,21
12/22/2022,12,22,22,8,16,24
12/23/2022,12,23,22,5,12,30
12/24/2022,12,24,22,4,7,15
12/25/2022,12,25,22,9,25,34
12/26/2022,12,26,22,17,18,22
12/27/2022,12,27,22,9,19,35
12/28/2022,12,28,22,7,10,14
12/29/2022,12,29,22,7,9,11
12/30/2022,12,30,22,8,13,35
12/31/2022,12,31,22,2,5,37
01/01/2023,1,1,23,1,4,7
01/02/2023,1,2,23,4,12,15
01/03/2023,1,3,23,14,24,34
01/04/2023,1,4,23,2,5,11
01/05/2023,1,5,23,7,15,23
01/06/2023,1,6,23,7,18,24
01/07/2023,1,7,23,4,5,13
01/08/2023,1,8,23,6,18,32
01/09/2023,1,9,23,3,5,24
01/10/2023,1,10,23,7,15,29
01/11/2023,1,11,23,24,39,41
01/12/2023,1,12,23,3,12,17
01/13/2023,1,13,23,3,17,21
01/14/2023,1,14,23,4,7,16
01/15/2023,1,15,23,5,8,13
01/16/2023,1,16,23,11,17,25
01/17/2023,1,17,23,3,4,25
01/18/2023,1,18,23,12,27,35
01/19/2023,1,19,23,6,8,12
01/20/2023,1,20,23,2,10,28
01/21/2023,1,21,23,6,10,11
01/22/2023,1,22,23,7,9,13
01/23/2023,1,23,23,1,2,26
01/24/2023,1,24,23,1,25,28
01/25/2023,1,25,23,19,22,29
01/26/2023,1,26,23,15,17,26
01/27/2023,1,27,23,4,5,7
01/28/2023,1,28,23,2,5,35
01/29/2023,1,29,23,15,16,21
01/30/2023,1,30,23,9,16,34
01/31/2023,1,31,23,2,3,10
02/01/2023,2,1,23,11,19,31
02/02/2023,2,2,23,10,17,22
02/03/2023,2,3,23,2,20,31
02/04/2023,2,4,23,14,24,30
02/05/2023,2,5,23,2,16,23
02/06/2023,2,6,23,1,5,15
02/07/2023,2,7,23,3,7,18
02/08/2023,2,8,23,2,10,32
02/09/2023,2,9,23,17,33,35
02/10/2023,2,10,23,10,11,12
02/11/2023,2,11,23,1,12,13
02/12/2023,2,12,23,8,9,21
02/13/2023,2,13,23,1,8,15
02/14/2023,2,14,23,7,21,27
02/15/2023,2,15,23,9,16,28
02/16/2023,2,16,23,6,11,40
02/17/2023,2,17,23,24,33,36
02/18/2023,2,18,23,9,10,22
02/19/2023,2,19,23,8,16,31
02/20/2023,2,20,23,8,12,41
02/21/2023,2,21,23,19,22,35
02/22/2023,2,22,23,7,26,37
02/23/2023,2,23,23,1,7,20
02/24/2023,2,24,23,17,22,24
02/25/2023,2,25,23,26,28,38
02/26/2023,2,26,23,5,9,18
02/27/2023,2,27,23,2,3,17
02/28/2023,2,28,23,1,20,32
03/01/2023,3,1,23,6,11,19
03/02/2023,3,2,23,10,13,33
03/03/2023,3,3,23,9,12,35
03/04/2023,3,4,23,4,7,15
03/05/2023,3,5,23,1,7,10
03/06/2023,3,6,23,3,7,24
03/07/2023,3,7,23,10,28,30
03/08/2023,3,8,23,1,16,31
03/09/2023,3,9,23,28,39,43
03/10/2023,3,10,23,11,14,24
03/11/2023,3,11,23,3,7,10
03/12/2023,3,12,23,9,27,32
03/13/2023,3,13,23,3,9,20
03/14/2023,3,14,23,2,3,14
03/15/2023,3,15,23,16,20,21
03/16/2023,3,16,23,5,22,28
03/17/2023,3,17,23,26,29,35
03/18/2023,3,18,23,8,18,19
03/19/2023,3,19,23,23,27,30
03/20/2023,3,20,23,1,6,12
03/21/2023,3,21,23,7,25,36
03/22/2023,3,22,23,7,19,30
03/23/2023,3,23,23,3,7,24
03/24/2023,3,24,23,1,8,30
03/25/2023,3,25,23,9,11,20
03/26/2023,3,26,23,20,30,33
03/27/2023,3,27,23,13,24,26
03/28/2023,3,28,23,7,9,16
03/29/2023,3,29,23,17,22,29
03/30/2023,3,30,23,10,27,34
03/31/2023,3,31,23,16,19,28
04/01/2023,4,1,23,1,12,25
04/02/2023,4,2,23,3,6,18
04/03/2023,4,3,23,2,13,21
04/04/2023,4,4,23,10,13,20
04/05/2023,4,5,23,6,13,17
04/06/2023,4,6,23,3,10,17
04/07/2023,4,7,23,21,25,31
04/08/2023,4,8,23,1,16,18
04/09/2023,4,9,23,12,15,28
04/10/2023,4,10,23,3,5,6
04/11/2023,4,11,23,1,5,9
04/12/2023,4,12,23,12,17,21
04/13/2023,4,13,23,4,11,19
04/14/2023,4,14,23,3,15,38
04/15/2023,4,15,23,6,10,22
04/16/2023,4,16,23,6,21,29
04/17/2023,4,17,23,3,6,12
04/18/2023,4,18,23,15,19,22
04/19/2023,4,19,23,2,3,18
04/20/2023,4,20,23,1,5,18
04/21/2023,4,21,23,4,7,8
04/22/2023,4,22,23,5,18,38
04/23/2023,4,23,23,16,21,31
04/24/2023,4,24,23,17,18,21
04/25/2023,4,25,23,17,28,33
04/26/2023,4,26,23,20,26,28
04/27/2023,4,27,23,6,11,12
04/28/2023,4,28,23,9,31,32
04/29/2023,4,29,23,17,19,34
04/30/2023,4,30,23,8,11,30
05/01/2023,5,1,23,7,10,14
05/02/2023,5,2,23,29,30,34
05/03/2023,5,3,23,4,8,12
05/04/2023,5,4,23,8,9,13
05/05/2023,5,5,23,6,9,28
05/06/2023,5,6,23,24,32,35
05/07/2023,5,7,23,3,6,7
05/08/2023,5,8,23,3,15,31
05/09/2023,5,9,23,6,12,15
05/10/2023,5,10,23,8,9,35
05/11/2023,5,11,23,10,16,34
05/12/2023,5,12,23,1,2,13
05/13/2023,5,13,23,10,12,16
05/14/2023,5,14,23,5,10,28
05/15/2023,5,15,23,1,13,17
05/16/2023,5,16,23,1,14,18
05/17/2023,5,17,23,15,22,28
05/18/2023,5,18,23,10,16,23
05/19/2023,5,19,23,1,10,28
05/20/2023,5,20,23,13,23,30
05/21/2023,5,21,23,9,11,18
05/22/2023,5,22,23,17,25,37
05/23/2023,5,23,23,16,22,24
05/24/2023,5,24,23,1,25,26
05/25/2023,5,25,23,10,20,30
05/26/2023,5,26,23,2,12,27
05/27/2023,5,27,23,1,3,12
05/28/2023,5,28,23,2,10,21
05/29/2023,5,29,23,14,17,32
05/30/2023,5,30,23,25,28,35
05/31/2023,5,31,23,10,19,43
06/01/2023,6,1,23,2,15,17
06/02/2023,6,2,23,17,22,26
06/03/2023,6,3,23,16,19,20
06/04/2023,6,4,23,13,15,20
06/05/2023,6,5,23,15,20,23
06/06/2023,6,6,23,3,35,38
06/07/2023,6,7,23,1,5,18
06/08/2023,6,8,23,12,32,38
06/09/2023,6,9,23,3,15,17
06/10/2023,6,10,23,2,17,19
06/11/2023,6,11,23,14,23,24
06/12/2023,6,12,23,9,26,27
06/13/2023,6,13,23,3,10,11
06/14/2023,6,14,23,6,16,28
06/15/2023,6,15,23,6,7,26
06/16/2023,6,16,23,2,6,34
06/17/2023,6,17,23,14,29,30
06/18/2023,6,18,23,6,12,14
06/19/2023,6,19,23,15,17,22
06/20/2023,6,20,23,10,17,26
06/21/2023,6,21,23,2,5,28
06/22/2023,6,22,23,11,13,34
06/23/2023,6,23,23,15,23,27
06/24/2023,6,24,23,2,23,29
06/25/2023,6,25,23,16,17,18
06/26/2023,6,26,23,1,8,24
06/27/2023,6,27,23,1,15,20
06/28/2023,6,28,23,14,27,38
06/29/2023,6,29,23,5,24,28
06/30/2023,6,30,23,1,34,42
07/01/2023,7,1,23,3,26,27
07/02/2023,7,2,23,1,16,17
07/03/2023,7,3,23,12,14,25
07/04/2023,7,4,23,3,6,21
07/05/2023,7,5,23,8,16,26
07/06/2023,7,6,23,5,7,11
07/07/2023,7,7,23,2,3,15
07/08/2023,7,8,23,17,30,33
07/09/2023,7,9,23,6,8,18
07/10/2023,7,10,23,6,15,32
07/11/2023,7,11,23,3,21,24
07/12/2023,7,12,23,15,16,18
07/13/2023,7,13,23,19,20,21
07/14/2023,7,14,23,6,8,16
07/15/2023,7,15,23,6,9,20
07/16/2023,7,16,23,3,9,44
07/17/2023,7,17,23,2,4,17
07/18/2023,7,18,23,4,20,21
07/19/2023,7,19,23,12,16,28
07/20/2023,7,20,23,12,27,31
07/21/2023,7,21,23,1,13,28
07/22/2023,7,22,23,15,22,23
07/23/2023,7,23,23,8,12,17
07/24/2023,7,24,23,3,17,31
07/25/2023,7,25,23,2,3,6
07/26/2023,7,26,23,4,15,32
07/27/2023,7,27,23,19,25,32
07/28/2023,7,28,23,2,3,7
07/29/2023,7,29,23,9,14,23
07/30/2023,7,30,23,5,9,19
07/31/2023,7,31,23,8,26,28
08/01/2023,8,1,23,13,33,40
08/02/2023,8,2,23,4,15,31
08/03/2023,8,3,23,5,18,19
08/04/2023,8,4,23,3,16,18
08/05/2023,8,5,23,18,24,27
08/06/2023,8,6,23,4,6,22
08/07/2023,8,7,23,4,8,12
08/08/2023,8,8,23,9,11,19
08/09/2023,8,9,23,13,19,26
08/10/2023,8,10,23,8,15,23
08/11/2023,8,11,23,5,8,26
08/12/2023,8,12,23,11,25,29
08/13/2023,8,13,23,3,6,12
08/14/2023,8,14,23,6,25,37
08/15/2023,8,15,23,1,21,23
08/16/2023,8,16,23,13,19,25
08/17/2023,8,17,23,5,14,17
08/18/2023,8,18,23,7,8,25
08/19/2023,8,19,23,7,16,34
08/20/2023,8,20,23,2,18,34
08/21/2023,8,21,23,2,12,15
08/22/2023,8,22,23,5,14,15
08/23/2023,8,23,23,5,21,29
08/24/2023,8,24,23,5,30,35
08/25/2023,8,25,23,4,6,26
08/26/2023,8,26,23,10,13,24
08/27/2023,8,27,23,38,41,42
08/28/2023,8,28,23,5,19,26
08/29/2023,8,29,23,9,24,32
08/30/2023,8,30,23,6,8,14
08/31/2023,8,31,23,1,27,30
09/01/2023,9,1,23,18,22,34
09/02/2023,9,2,23,14,19,37
09/03/2023,9,3,23,9,22,26
09/04/2023,9,4,23,2,4,8
09/05/2023,9,5,23,3,23,24
09/06/2023,9,6,23,6,8,9
09/07/2023,9,7,23,12,34,38
09/08/2023,9,8,23,1,3,13
09/09/2023,9,9,23,11,16,27
09/10/2023,9,10,23,9,16,19
09/11/2023,9,11,23,7,16,22
09/12/2023,9,12,23,3,11,13
09/13/2023,9,13,23,2,8,30
09/14/2023,9,14,23,9,19,23
09/15/2023,9,15,23,2,3,24
09/16/2023,9,16,23,8,20,32
09/17/2023,9,17,23,11,15,17
09/18/2023,9,18,23,2,22,28
09/19/2023,9,19,23,1,3,10
09/20/2023,9,20,23,8,9,20
09/21/2023,9,21,23,8,12,29
09/22/2023,9,22,23,8,30,31
09/23/2023,9,23,23,15,18,30
09/24/2023,9,24,23,6,25,26
09/25/2023,9,25,23,2,7,9
09/26/2023,9,26,23,12,14,16
09/27/2023,9,27,23,15,26,31
09/28/2023,9,28,23,16,19,25
09/29/2023,9,29,23,12,20,21
09/30/2023,9,30,23,23,26,38
10/01/2023,10,1,23,11,13,24
10/02/2023,10,2,23,9,10,21
10/03/2023,10,3,23,3,11,16
10/04/2023,10,4,23,11,25,28
10/05/2023,10,5,23,15,23,30
10/06/2023,10,6,23,7,28,33
10/07/2023,10,7,23,10,18,21
10/08/2023,10,8,23,1,3,4
10/09/2023,10,9,23,9,13,17
10/10/2023,10,10,23,3,6,19
10/11/2023,10,11,23,23,25,26
10/12/2023,10,12,23,11,15,22
10/13/2023,10,13,23,8,14,19
10/14/2023,10,14,23,19,22,23
10/15/2023,10,15,23,4,10,14
10/16/2023,10,16,23,9,15,17
10/17/2023,10,17,23,2,14,15
10/18/2023,10,18,23,14,24,28
10/19/2023,10,19,23,12,30,31
10/20/2023,10,20,23,2,8,37
10/21/2023,10,21,23,2,6,24
10/22/2023,10,22,23,24,30,41
10/23/2023,10,23,23,11,13,15
10/24/2023,10,24,23,2,16,21
10/25/2023,10,25,23,1,19,31
10/26/2023,10,26,23,9,24,34
10/27/2023,10,27,23,8,13,15
