date,n1,n2,n3,n4,n5,s1
10/28/2023,10,28,23,2,13,19
10/29/2023,10,29,23,17,25,35
10/30/2023,10,30,23,3,6,12
10/31/2023,10,31,23,28,31,33
11/01/2023,11,1,23,16,18,32
11/02/2023,11,2,23,10,14,17
11/03/2023,11,3,23,11,16,30
11/04/2023,11,4,23,10,12,20
11/05/2023,11,5,23,1,13,32
11/06/2023,11,6,23,9,11,12
11/07/2023,11,7,23,1,12,20
11/08/2023,11,8,23,11,25,27
11/09/2023,11,9,23,2,15,22
11/10/2023,11,10,23,6,18,28
11/11/2023,11,11,23,10,24,27
11/12/2023,11,12,23,2,13,27
11/13/2023,11,13,23,8,10,30
11/14/2023,11,14,23,20,35,36
11/15/2023,11,15,23,5,6,15
11/16/2023,11,16,23,11,22,25
11/17/2023,11,17,23,5,8,27
11/18/2023,11,18,23,1,2,3
11/19/2023,11,19,23,11,14,29
11/20/2023,11,20,23,5,12,16
11/21/2023,11,21,23,23,30,36
11/22/2023,11,22,23,7,31,35
11/23/2023,11,23,23,7,25,33
11/24/2023,11,24,23,3,12,15
11/25/2023,11,25,23,3,6,9
11/26/2023,11,26,23,5,30,31
11/27/2023,11,27,23,6,20,22
11/28/2023,11,28,23,9,15,18
11/29/2023,11,29,23,16,33,38
11/30/2023,11,30,23,7,12,28
12/01/2023,12,1,23,15,33,34
12/02/2023,12,2,23,3,6,17
12/03/2023,12,3,23,11,15,28
12/04/2023,12,4,23,1,16,22
12/05/2023,12,5,23,11,12,21
12/06/2023,12,6,23,4,9,15
12/07/2023,12,7,23,3,11,17
12/08/2023,12,8,23,26,28,31
12/09/2023,12,9,23,1,6,19
12/10/2023,12,10,23,11,19,20
12/11/2023,12,11,23,13,14,19
12/12/2023,12,12,23,28,30,31
12/13/2023,12,13,23,8,35,37
12/14/2023,12,14,23,11,18,41
12/15/2023,12,15,23,5,16,20
12/16/2023,12,16,23,12,17,27
12/17/2023,12,17,23,6,14,21
12/18/2023,12,18,23,9,11,17
12/19/2023,12,19,23,7,10,23
12/20/2023,12,20,23,1,11,19
12/21/2023,12,21,23,8,10,20
12/22/2023,12,22,23,12,13,22
12/23/2023,12,23,23,3,9,11
12/24/2023,12,24,23,2,18,22
12/25/2023,12,25,23,4,15,27
12/26/2023,12,26,23,8,26,27
12/27/2023,12,27,23,8,12,36
12/28/2023,12,28,23,12,18,31
12/29/2023,12,29,23,11,17,21
12/30/2023,12,30,23,6,13,17
12/31/2023,12,31,23,3,10,31
01/01/2024,1,1,24,6,7,15
01/02/2024,1,2,24,10,24,40
01/03/2024,1,3,24,3,17,21
01/04/2024,1,4,24,10,15,30
01/05/2024,1,5,24,15,21,29
01/06/2024,1,6,24,8,15,20
01/07/2024,1,7,24,6,9,19
01/08/2024,1,8,24,9,19,25
01/09/2024,1,9,24,5,29,30
01/10/2024,1,10,24,2,3,15
01/11/2024,1,11,24,9,10,21
01/12/2024,1,12,24,4,6,14
01/13/2024,1,13,24,3,25,32
01/14/2024,1,14,24,20,28,33
01/15/2024,1,15,24,3,12,14
01/16/2024,1,16,24,8,13,21
01/17/2024,1,17,24,3,13,16
01/18/2024,1,18,24,20,23,24
01/19/2024,1,19,24,17,30,33
01/20/2024,1,20,24,9,10,18
01/21/2024,1,21,24,11,14,16
01/22/2024,1,22,24,7,26,30
01/23/2024,1,23,24,5,8,11
01/24/2024,1,24,24,2,3,13
01/25/2024,1,25,24,2,14,35
01/26/2024,1,26,24,2,4,13
01/27/2024,1,27,24,9,34,36
01/28/2024,1,28,24,4,11,23
01/29/2024,1,29,24,14,16,28
01/30/2024,1,30,24,1,10,23
01/31/2024,1,31,24,2,28,38
02/01/2024,2,1,24,16,21,23
02/02/2024,2,2,24,1,12,24
02/03/2024,2,3,24,8,9,18
02/04/2024,2,4,24,10,16,27
02/05/2024,2,5,24,7,26,39
02/06/2024,2,6,24,16,32,34
02/07/2024,2,7,24,14,23,45
02/08/2024,2,8,24,7,29,31
02/09/2024,2,9,24,8,12,18
02/10/2024,2,10,24,13,15,27
02/11/2024,2,11,24,1,2,11
02/12/2024,2,12,24,3,12,18
02/13/2024,2,13,24,5,11,35
02/14/2024,2,14,24,4,7,39
02/15/2024,2,15,24,17,41,42
02/16/2024,2,16,24,4,12,15
02/17/2024,2,17,24,21,31,36
02/18/2024,2,18,24,18,31,42
02/19/2024,2,19,24,7,19,31
02/20/2024,2,20,24,5,7,13
02/21/2024,2,21,24,20,21,29
02/22/2024,2,22,24,2,4,6
02/23/2024,2,23,24,7,11,30
02/24/2024,2,24,24,14,21,28
02/25/2024,2,25,24,3,13,14
02/26/2024,2,26,24,1,7,17
02/27/2024,2,27,24,10,16,28
02/28/2024,2,28,24,2,9,19
02/29/2024,2,29,24,15,21,37
03/01/2024,3,1,24,1,7,29
03/02/2024,3,2,24,1,4,19
03/03/2024,3,3,24,3,18,20
03/04/2024,3,4,24,3,9,17
03/05/2024,3,5,24,7,17,22
03/06/2024,3,6,24,13,24,28
03/07/2024,3,7,24,14,17,28
03/08/2024,3,8,24,24,32,36
03/09/2024,3,9,24,12,19,22
03/10/2024,3,10,24,1,6,26
03/11/2024,3,11,24,24,26,31
03/12/2024,3,12,24,3,13,24
03/13/2024,3,13,24,27,43,44
03/14/2024,3,14,24,7,24,27
03/15/2024,3,15,24,13,16,18
03/16/2024,3,16,24,1,6,19
03/17/2024,3,17,24,1,15,20
03/18/2024,3,18,24,8,20,35
03/19/2024,3,19,24,2,5,19
03/20/2024,3,20,24,23,30,33
03/21/2024,3,21,24,10,11,32
03/22/2024,3,22,24,18,27,34
03/23/2024,3,23,24,1,3,8
03/24/2024,3,24,24,5,19,30
03/25/2024,3,25,24,1,4,31
03/26/2024,3,26,24,18,25,34
03/27/2024,3,27,24,3,10,16
03/28/2024,3,28,24,9,15,29
03/29/2024,3,29,24,8,13,14
03/30/2024,3,30,24,17,29,36
03/31/2024,3,31,24,1,4,13
04/01/2024,4,1,24,2,11,29
04/02/2024,4,2,24,6,8,17
04/03/2024,4,3,24,30,36,41
04/04/2024,4,4,24,5,24,26
04/05/2024,4,5,24,3,7,17
04/06/2024,4,6,24,4,13,19
04/07/2024,4,7,24,2,6,11
04/08/2024,4,8,24,4,7,33
04/09/2024,4,9,24,1,11,12
04/10/2024,4,10,24,2,4,7
04/11/2024,4,11,24,4,10,27
04/12/2024,4,12,24,1,19,20
04/13/2024,4,13,24,15,20,34
04/14/2024,4,14,24,6,20,30
04/15/2024,4,15,24,11,24,25
04/16/2024,4,16,24,20,22,28
04/17/2024,4,17,24,6,9,19
04/18/2024,4,18,24,4,10,16
04/19/2024,4,19,24,5,8,24
04/20/2024,4,20,24,17,23,28
04/21/2024,4,21,24,23,24,31
04/22/2024,4,22,24,33,36,39
04/23/2024,4,23,24,11,31,32
04/24/2024,4,24,24,4,40,41
04/25/2024,4,25,24,3,9,21
04/26/2024,4,26,24,11,15,27
04/27/2024,4,27,24,16,22,26
04/28/2024,4,28,24,4,25,32
04/29/2024,4,29,24,12,14,16
04/30/2024,4,30,24,7,8,19
05/01/2024,5,1,24,2,9,19
05/02/2024,5,2,24,7,14,16
05/03/2024,5,3,24,15,19,32
05/04/2024,5,4,24,1,4,5
05/05/2024,5,5,24,1,6,10
05/06/2024,5,6,24,10,32,35
05/07/2024,5,7,24,9,21,22
05/08/2024,5,8,24,17,30,31
05/09/2024,5,9,24,3,6,7
05/10/2024,5,10,24,24,30,32
05/11/2024,5,11,24,3,9,20
05/12/2024,5,12,24,8,14,26
05/13/2024,5,13,24,13,16,20
05/14/2024,5,14,24,9,27,43
05/15/2024,5,15,24,12,18,24
05/16/2024,5,16,24,12,19,34
05/17/2024,5,17,24,2,22,31
05/18/2024,5,18,24,18,21,34
05/19/2024,5,19,24,6,16,32
05/20/2024,5,20,24,12,15,19
05/21/2024,5,21,24,5,13,24
05/22/2024,5,22,24,5,8,15
05/23/2024,5,23,24,4,8,9
05/24/2024,5,24,24,13,17,24
05/25/2024,5,25,24,2,4,21
05/26/2024,5,26,24,2,17,25
05/27/2024,5,27,24,2,9,17
05/28/2024,5,28,24,9,18,21
05/29/2024,5,29,24,9,12,15
05/30/2024,5,30,24,9,11,12
05/31/2024,5,31,24,10,31,34
06/01/2024,6,1,24,22,29,33
06/02/2024,6,2,24,8,16,19
06/03/2024,6,3,24,8,21,23
06/04/2024,6,4,24,8,13,39
06/05/2024,6,5,24,1,2,12
06/06/2024,6,6,24,21,28,30
06/07/2024,6,7,24,3,12,15
06/08/2024,6,8,24,3,17,29
06/09/2024,6,9,24,2,3,33
06/10/2024,6,10,24,7,9,14
06/11/2024,6,11,24,12,23,31
06/12/2024,6,12,24,3,12,15
06/13/2024,6,13,24,1,12,18
06/14/2024,6,14,24,6,21,25
06/15/2024,6,15,24,2,7,8
06/16/2024,6,16,24,1,12,20
06/17/2024,6,17,24,15,26,32
06/18/2024,6,18,24,5,14,18
06/19/2024,6,19,24,10,16,18
06/20/2024,6,20,24,22,24,25
06/21/2024,6,21,24,4,7,13
06/22/2024,6,22,24,12,14,22
06/23/2024,6,23,24,3,5,23
06/24/2024,6,24,24,20,26,27
06/25/2024,6,25,24,15,20,23
06/26/2024,6,26,24,5,12,36
06/27/2024,6,27,24,5,14,34
06/28/2024,6,28,24,10,21,41
06/29/2024,6,29,24,10,11,22
06/30/2024,6,30,24,6,9,12
07/01/2024,7,1,24,13,22,31
07/02/2024,7,2,24,9,15,18
07/03/2024,7,3,24,10,11,23
07/04/2024,7,4,24,3,4,22
07/05/2024,7,5,24,7,15,23
07/06/2024,7,6,24,3,13,21
07/07/2024,7,7,24,7,13,15
07/08/2024,7,8,24,2,9,27
07/09/2024,7,9,24,25,31,40
07/10/2024,7,10,24,2,14,19
07/11/2024,7,11,24,3,4,9
07/12/2024,7,12,24,1,2,27
07/13/2024,7,13,24,8,16,27
07/14/2024,7,14,24,9,13,16
07/15/2024,7,15,24,1,2,3
07/16/2024,7,16,24,21,26,31
07/17/2024,7,17,24,7,18,20
07/18/2024,7,18,24,9,22,25
07/19/2024,7,19,24,4,7,20
07/20/2024,7,20,24,14,19,20
07/21/2024,7,21,24,2,5,20
07/22/2024,7,22,24,17,19,20
07/23/2024,7,23,24,1,4,15
07/24/2024,7,24,24,15,18,21
07/25/2024,7,25,24,2,11,33
07/26/2024,7,26,24,1,4,21
07/27/2024,7,27,24,9,32,37
07/28/2024,7,28,24,2,4,10
07/29/2024,7,29,24,18,28,30
07/30/2024,7,30,24,19,22,34
07/31/2024,7,31,24,10,16,20
08/01/2024,8,1,24,3,25,36
08/02/2024,8,2,24,11,13,16
08/03/2024,8,3,24,8,10,15
08/04/2024,8,4,24,10,17,19
08/05/2024,8,5,24,20,26,28
08/06/2024,8,6,24,4,15,21
08/07/2024,8,7,24,3,9,30
08/08/2024,8,8,24,3,4,9
08/09/2024,8,9,24,19,26,36
08/10/2024,8,10,24,3,26,30
08/11/2024,8,11,24,3,5,10
08/12/2024,8,12,24,3,6,17
08/13/2024,8,13,24,6,30,37
08/14/2024,8,14,24,7,19,29
08/15/2024,8,15,24,3,7,19
08/16/2024,8,16,24,5,12,17
08/17/2024,8,17,24,22,24,27
08/18/2024,8,18,24,2,4,11
08/19/2024,8,19,24,15,17,35
08/20/2024,8,20,24,8,12,24
08/21/2024,8,21,24,9,16,26
08/22/2024,8,22,24,2,5,21
08/23/2024,8,23,24,17,24,28
08/24/2024,8,24,24,13,19,26
08/25/2024,8,25,24,8,17,19
08/26/2024,8,26,24,12,18,24
08/27/2024,8,27,24,1,3,18
08/28/2024,8,28,24,4,7,8
08/29/2024,8,29,24,7,13,18
08/30/2024,8,30,24,3,24,25
08/31/2024,8,31,24,2,15,37
09/01/2024,9,1,24,17,22,27
09/02/2024,9,2,24,3,4,8
09/03/2024,9,3,24,25,36,38
09/04/2024,9,4,24,4,12,14
09/05/2024,9,5,24,2,3,18
09/06/2024,9,6,24,3,23,24
09/07/2024,9,7,24,3,20,29
09/08/2024,9,8,24,9,17,27
09/09/2024,9,9,24,16,26,30
09/10/2024,9,10,24,30,39,42
09/11/2024,9,11,24,12,19,37
09/12/2024,9,12,24,23,32,38
09/13/2024,9,13,24,14,15,18
09/14/2024,9,14,24,5,13,27
09/15/2024,9,15,24,1,2,10
09/16/2024,9,16,24,1,2,15
09/17/2024,9,17,24,10,16,23
09/18/2024,9,18,24,10,13,28
09/19/2024,9,19,24,11,20,28
09/20/2024,9,20,24,2,9,17
09/21/2024,9,21,24,7,21,31
09/22/2024,9,22,24,5,13,27
09/23/2024,9,23,24,1,21,24
09/24/2024,9,24,24,6,9,18
09/25/2024,9,25,24,4,7,15
09/26/2024,9,26,24,4,8,27
09/27/2024,9,27,24,4,7,9
09/28/2024,9,28,24,7,20,23
09/29/2024,9,29,24,7,15,27
09/30/2024,9,30,24,21,28,29
10/01/2024,10,1,24,5,13,22
10/02/2024,10,2,24,6,30,33
10/03/2024,10,3,24,2,5,29
10/04/2024,10,4,24,1,4,34
10/05/2024,10,5,24,3,17,31
10/06/2024,10,6,24,1,8,10
10/07/2024,10,7,24,8,21,22
10/08/2024,10,8,24,5,17,22
10/09/2024,10,9,24,11,15,31
10/10/2024,10,10,24,7,8,26
10/11/2024,10,11,24,3,18,29
10/12/2024,10,12,24,6,17,20
10/13/2024,10,13,24,2,6,14
10/14/2024,10,14,24,1,12,25
10/15/2024,10,15,24,15,20,21
10/16/2024,10,16,24,5,29,32
10/17/2024,10,17,24,23,26,29
10/18/2024,10,18,24,10,31,32
10/19/2024,10,19,24,10,14,24
10/20/2024,10,20,24,3,15,21
10/21/2024,10,21,24,3,14,23
10/22/2024,10,22,24,7,12,22
10/23/2024,10,23,24,9,12,22
10/24/2024,10,24,24,2,4,9
10/25/2024,10,25,24,1,3,15
10/26/2024,10,26,24,6,12,32
10/27/2024,10,27,24,1,4,8
10/28/2024,10,28,24,3,17,21
10/29/2024,10,29,24,4,8,9
10/30/2024,10,30,24,14,17,27
10/31/2024,10,31,24,29,30,31
11/01/2024,11,1,24,15,37,39
11/02/2024,11,2,24,21,25,30
11/03/2024,11,3,24,5,13,18
11/04/2024,11,4,24,8,18,28
11/05/2024,11,5,24,1,9,14
11/06/2024,11,6,24,4,7,12
11/07/2024,11,7,24,5,10,30
11/08/2024,11,8,24,2,7,19
11/09/2024,11,9,24,4,7,19
11/10/2024,11,10,24,11,18,32
11/11/2024,11,11,24,5,11,17
11/12/2024,11,12,24,11,21,22
11/13/2024,11,13,24,18,24,27
11/14/2024,11,14,24,5,22,30
11/15/2024,11,15,24,5,28,34
11/16/2024,11,16,24,6,11,18
11/17/2024,11,17,24,10,20,26
11/18/2024,11,18,24,4,9,10
11/19/2024,11,19,24,7,10,17
11/20/2024,11,20,24,3,29,30
11/21/2024,11,21,24,4,11,13
11/22/2024,11,22,24,17,31,33
11/23/2024,11,23,24,11,20,21
11/24/2024,11,24,24,7,11,14
11/25/2024,11,25,24,7,10,14
11/26/2024,11,26,24,27,29,32
11/27/2024,11,27,24,5,16,22
11/28/2024,11,28,24,18,33,42
11/29/2024,11,29,24,19,21,31
11/30/2024,11,30,24,21,22,32
12/01/2024,12,1,24,1,7,25
12/02/2024,12,2,24,5,13,14
12/03/2024,12,3,24,6,11,28
12/04/2024,12,4,24,1,13,25
12/05/2024,12,5,24,4,13,25
12/06/2024,12,6,24,1,3,33
12/07/2024,12,7,24,1,17,34
12/08/2024,12,8,24,1,2,39
12/09/2024,12,9,24,1,13,19
12/10/2024,12,10,24,6,12,30
12/11/2024,12,11,24,10,19,32
12/12/2024,12,12,24,5,7,17
12/13/2024,12,13,24,3,15,32
12/14/2024,12,14,24,10,16,35
12/15/2024,12,15,24,9,12,22
12/16/2024,12,16,24,3,16,29
12/17/2024,12,17,24,4,18,29
12/18/2024,12,18,24,19,26,30
12/19/2024,12,19,24,2,5,13
12/20/2024,12,20,24,9,20,21
12/21/2024,12,21,24,2,9,10
12/22/2024,12,22,24,4,7,37
12/23/2024,12,23,24,10,20,22
12/24/2024,12,24,24,16,22,24
12/25/2024,12,25,24,4,10,35
12/26/2024,12,26,24,9,10,12
12/27/2024,12,27,24,15,21,24
12/28/2024,12,28,24,14,19,21
12/29/2024,12,29,24,7,18,26
12/30/2024,12,30,24,7,14,18
12/31/2024,12,31,24,19,27,37
01/01/2025,1,1,25,7,15,17
01/02/2025,1,2,25,12,14,27
01/03/2025,1,3,25,14,15,20
01/04/2025,1,4,25,3,9,27
01/05/2025,1,5,25,6,27,31
01/06/2025,1,6,25,6,22,31
01/07/2025,1,7,25,16,24,30
01/08/2025,1,8,25,13,14,24
01/09/2025,1,9,25,2,4,14
01/10/2025,1,10,25,3,9,21
01/11/2025,1,11,25,21,22,26
01/12/2025,1,12,25,2,10,22
01/13/2025,1,13,25,13,17,35
01/14/2025,1,14,25,3,6,17
01/15/2025,1,15,25,19,31,33
01/16/2025,1,16,25,13,20,29
01/17/2025,1,17,25,1,4,6
01/18/2025,1,18,25,4,12,13
01/19/2025,1,19,25,8,24,35
01/20/2025,1,20,25,4,8,12
01/21/2025,1,21,25,18,27,30
01/22/2025,1,22,25,24,25,37
01/23/2025,1,23,25,9,13,18
01/24/2025,1,24,25,14,26,35
01/25/2025,1,25,25,8,26,28
01/26/2025,1,26,25,1,10,21
01/27/2025,1,27,25,7,16,41
01/28/2025,1,28,25,7,20,24
01/29/2025,1,29,25,1,20,25
01/30/2025,1,30,25,9,13,18
01/31/2025,1,31,25,3,7,34
02/01/2025,2,1,25,4,34,36
02/02/2025,2,2,25,5,6,17
02/03/2025,2,3,25,3,24,28
02/04/2025,2,4,25,2,5,23
02/05/2025,2,5,25,7,9,25
02/06/2025,2,6,25,18,21,32
02/07/2025,2,7,25,14,18,21
02/08/2025,2,8,25,1,7,15
02/09/2025,2,9,25,8,13,22
02/10/2025,2,10,25,1,2,16
02/11/2025,2,11,25,8,25,28
02/12/2025,2,12,25,8,29,34
02/13/2025,2,13,25,1,21,25
02/14/2025,2,14,25,7,11,12
02/15/2025,2,15,25,21,34,38
02/16/2025,2,16,25,3,15,16
02/17/2025,2,17,25,2,7,42
02/18/2025,2,18,25,2,5,16
02/19/2025,2,19,25,7,21,30
02/20/2025,2,20,25,15,39,40
02/21/2025,2,21,25,19,35,44
02/22/2025,2,22,25,2,6,29
02/23/2025,2,23,25,1,18,43
02/24/2025,2,24,25,7,16,23
02/25/2025,2,25,25,6,10,14
02/26/2025,2,26,25,5,18,27
02/27/2025,2,27,25,2,18,24
02/28/2025,2,28,25,9,16,18
03/01/2025,3,1,25,12,25,28
03/02/2025,3,2,25,4,24,26
03/03/2025,3,3,25,10,15,21
03/04/2025,3,4,25,2,11,25
03/05/2025,3,5,25,4,12,21
03/06/2025,3,6,25,20,28,30
03/07/2025,3,7,25,2,7,25
03/08/2025,3,8,25,9,20,31
03/09/2025,3,9,25,6,14,18
03/10/2025,3,10,25,7,8,13
03/11/2025,3,11,25,2,7,17
03/12/2025,3,12,25,5,8,10
03/13/2025,3,13,25,19,24,27
03/14/2025,3,14,25,7,16,28
03/15/2025,3,15,25,9,12,30
03/16/2025,3,16,25,4,14,16
03/17/2025,3,17,25,6,12,25
03/18/2025,3,18,25,8,20,37
03/19/2025,3,19,25,17,21,36
03/20/2025,3,20,25,7,14,25
03/21/2025,3,21,25,7,25,28
03/22/2025,3,22,25,13,14,32
03/23/2025,3,23,25,16,19,21
03/24/2025,3,24,25,14,20,30
03/25/2025,3,25,25,9,16,27
03/26/2025,3,26,25,8,12,15
03/27/2025,3,27,25,7,20,27
03/28/2025,3,28,25,10,15,23
03/29/2025,3,29,25,4,8,13
03/30/2025,3,30,25,19,20,27
03/31/2025,3,31,25,8,31,39
04/01/2025,4,1,25,9,20,29
04/02/2025,4,2,25,18,22,35
04/03/2025,4,3,25,2,5,11
04/04/2025,4,4,25,1,4,11
04/05/2025,4,5,25,8,15,29
04/06/2025,4,6,25,3,6,27
04/07/2025,4,7,25,21,25,31
04/08/2025,4,8,25,3,28,32
04/09/2025,4,9,25,1,14,24
04/10/2025,4,10,25,9,18,38
04/11/2025,4,11,25,7,9,10
04/12/2025,4,12,25,1,14,16
04/13/2025,4,13,25,2,29,30
04/14/2025,4,14,25,10,11,23
04/15/2025,4,15,25,10,19,26
04/16/2025,4,16,25,1,34,38
04/17/2025,4,17,25,4,18,22
04/18/2025,4,18,25,29,34,39
04/19/2025,4,19,25,3,22,39
04/20/2025,4,20,25,3,6,17
04/21/2025,4,21,25,12,25,29
04/22/2025,4,22,25,14,31,36
04/23/2025,4,23,25,8,14,15
04/24/2025,4,24,25,13,15,20
04/25/2025,4,25,25,9,15,40
04/26/2025,4,26,25,15,38,40
04/27/2025,4,27,25,4,19,35
04/28/2025,4,28,25,16,19,20
04/29/2025,4,29,25,24,25,39
04/30/2025,4,30,25,3,5,22
05/01/2025,5,1,25,17,32,36
05/02/2025,5,2,25,2,17,18
05/03/2025,5,3,25,2,13,18
05/04/2025,5,4,25,12,26,31
05/05/2025,5,5,25,3,26,30
05/06/2025,5,6,25,15,31,33
05/07/2025,5,7,25,5,7,37
05/08/2025,5,8,25,14,18,23
05/09/2025,5,9,25,4,9,22
05/10/2025,5,10,25,5,12,19
05/11/2025,5,11,25,16,26,30
05/12/2025,5,12,25,9,13,15
05/13/2025,5,13,25,4,14,17
05/14/2025,5,14,25,14,23,37
05/15/2025,5,15,25,7,16,17
05/16/2025,5,16,25,14,24,25
05/17/2025,5,17,25,1,4,27
05/18/2025,5,18,25,1,3,4
05/19/2025,5,19,25,22,23,32
05/20/2025,5,20,25,5,6,16
05/21/2025,5,21,25,8,23,32
05/22/2025,5,22,25,12,16,28
05/23/2025,5,23,25,4,11,15
05/24/2025,5,24,25,9,10,32
05/25/2025,5,25,25,12,20,30
05/26/2025,5,26,25,12,15,19
05/27/2025,5,27,25,10,12,18
05/28/2025,5,28,25,3,11,35
05/29/2025,5,29,25,9,14,20
05/30/2025,5,30,25,13,17,30
05/31/2025,5,31,25,11,18,22
06/01/2025,6,1,25,28,29,38
06/02/2025,6,2,25,1,10,22
06/03/2025,6,3,25,1,21,32
06/04/2025,6,4,25,11,12,14
06/05/2025,6,5,25,1,14,19
06/06/2025,6,6,25,10,15,38
06/07/2025,6,7,25,2,4,28
06/08/2025,6,8,25,5,11,20
06/09/2025,6,9,25,3,7,17
06/10/2025,6,10,25,10,26,30
06/11/2025,6,11,25,7,9,30
06/12/2025,6,12,25,2,4,6
06/13/2025,6,13,25,4,12,18
06/14/2025,6,14,25,6,22,31
06/15/2025,6,15,25,12,17,25
06/16/2025,6,16,25,17,27,34
06/17/2025,6,17,25,4,7,28
06/18/2025,6,18,25,6,16,25
06/19/2025,6,19,25,2,5,8
06/20/2025,6,20,25,5,9,31
06/21/2025,6,21,25,8,10,22
06/22/2025,6,22,25,12,19,21
06/23/2025,6,23,25,13,22,23
06/24/2025,6,24,25,1,4,27
06/25/2025,6,25,25,7,28,33
06/26/2025,6,26,25,5,7,37
06/27/2025,6,27,25,5,12,33
06/28/2025,6,28,25,9,11,40
06/29/2025,6,29,25,12,24,29
06/30/2025,6,30,25,7,11,26
07/01/2025,7,1,25,1,2,19
07/02/2025,7,2,25,3,6,16
07/03/2025,7,3,25,12,29,30
07/04/2025,7,4,25,9,26,27
07/05/2025,7,5,25,9,17,26
07/06/2025,7,6,25,6,15,16
07/07/2025,7,7,25,3,12,24
07/08/2025,7,8,25,16,26,27
07/09/2025,7,9,25,9,17,38
07/10/2025,7,10,25,7,9,11
07/11/2025,7,11,25,1,6,8
07/12/2025,7,12,25,3,6,17
07/13/2025,7,13,25,4,7,20
07/14/2025,7,14,25,19,21,26
07/15/2025,7,15,25,21,25,26
07/16/2025,7,16,25,17,21,23
07/17/2025,7,17,25,1,7,9
07/18/2025,7,18,25,10,12,18
07/19/2025,7,19,25,12,23,33
07/20/2025,7,20,25,26,31,37
07/21/2025,7,21,25,1,12,19
07/22/2025,7,22,25,18,19,22
07/23/2025,7,23,25,5,9,11
07/24/2025,7,24,25,1,11,22
07/25/2025,7,25,25,19,20,31
07/26/2025,7,26,25,4,8,9
07/27/2025,7,27,25,4,6,9
07/28/2025,7,28,25,4,9,13
07/29/2025,7,29,25,2,4,15
07/30/2025,7,30,25,2,5,22
07/31/2025,7,31,25,14,25,33
08/01/2025,8,1,25,8,20,22
08/02/2025,8,2,25,8,10,16
08/03/2025,8,3,25,4,9,25
08/04/2025,8,4,25,25,26,30
08/05/2025,8,5,25,17,27,32
08/06/2025,8,6,25,7,22,38
08/07/2025,8,7,25,16,25,26
08/08/2025,8,8,25,20,23,32
08/09/2025,8,9,25,9,19,35
08/10/2025,8,10,25,6,11,25
08/11/2025,8,11,25,18,22,26
08/12/2025,8,12,25,1,11,18
08/13/2025,8,13,25,13,23,30
08/14/2025,8,14,25,3,10,17
08/15/2025,8,15,25,2,8,19
08/16/2025,8,16,25,1,3,8
08/17/2025,8,17,25,8,15,20
08/18/2025,8,18,25,3,12,24
08/19/2025,8,19,25,1,4,30
08/20/2025,8,20,25,1,5,18
08/21/2025,8,21,25,23,27,32
08/22/2025,8,22,25,8,19,26
08/23/2025,8,23,25,9,11,17
08/24/2025,8,24,25,9,16,18
08/25/2025,8,25,25,1,4,12
08/26/2025,8,26,25,5,6,8
08/27/2025,8,27,25,6,15,26
08/28/2025,8,28,25,8,10,17
08/29/2025,8,29,25,8,14,22
08/30/2025,8,30,25,6,12,38
08/31/2025,8,31,25,13,14,19
09/01/2025,9,1,25,15,18,39
09/02/2025,9,2,25,4,5,24
09/03/2025,9,3,25,11,15,19
09/04/2025,9,4,25,17,20,23
